,Country,Year,EPSI
12919,Russia,2013,1.0833334
12920,Russia,2014,1.0833334
12921,Russia,2015,1.0833334
12922,Russia,2016,1.1666666
12923,Russia,2017,1.1666666
12924,Russia,2018,1.1666666
12925,Russia,2019,1.1666666
12926,Russia,2020,1.1666666
12927,China (People's Republic of),1990,0.0
12928,China (People's Republic of),1991,0.0
12929,China (People's Republic of),1992,0.0
12930,China (People's Republic of),1993,0.0
12931,China (People's Republic of),1994,0.0
12932,China (People's Republic of),1995,0.0
12933,China (People's Republic of),1996,0.0
12934,China (People's Republic of),1997,0.0
12935,China (People's Republic of),1998,0.0
12936,China (People's Republic of),1999,0.0
12937,China (People's Republic of),2000,0.0
12938,China (People's Republic of),2001,0.0
12939,China (People's Republic of),2002,0.0
12940,China (People's Republic of),2003,0.0
12941,China (People's Republic of),2004,0.0
12942,China (People's Republic of),2005,0.0
12943,China (People's Republic of),2006,0.0
12944,China (People's Republic of),2007,0.0
12945,China (People's Republic of),2008,0.0
12946,China (People's Republic of),2009,0.0
12947,China (People's Republic of),2010,0.0
12948,China (People's Republic of),2011,0.0
12949,China (People's Republic of),2012,0.0
12950,China (People's Republic of),2013,0.0
12951,China (People's Republic of),2014,0.0
12952,China (People's Republic of),2015,0.0
12953,China (People's Republic of),2016,0.0
12954,China (People's Republic of),2017,0.0
12955,China (People's Republic of),2018,0.0
12956,China (People's Republic of),2019,0.0
12957,China (People's Republic of),2020,0.0
12958,Slovenia,1990,0.0
12959,Slovenia,1991,0.0
12960,Slovenia,1992,0.0
12961,Slovenia,1993,0.0
12962,Slovenia,1994,0.0
12963,Slovenia,1995,0.0
12964,Slovenia,1996,0.055555556
12965,Slovenia,1997,0.055555556
12966,Slovenia,1998,0.11111111
12967,Slovenia,1999,0.11111111
12968,Slovenia,2000,0.52777779
12969,Slovenia,2001,0.52777779
12970,Slovenia,2002,0.52777779
12971,Slovenia,2003,0.52777779
12972,Slovenia,2004,0.52777779
12973,Slovenia,2005,2.0277777
12974,Slovenia,2006,2.0833333
12975,Slovenia,2007,2.0833333
12976,Slovenia,2008,2.25
12977,Slovenia,2009,2.9166667
12978,Slovenia,2010,2.8611112
12979,Slovenia,2011,2.8611112
12980,Slovenia,2012,2.75
12981,Slovenia,2013,2.9166667
12982,Slovenia,2014,2.8888888
12983,Slovenia,2015,2.8888888
12984,Slovenia,2016,2.9444444
12985,Slovenia,2017,3.0
12986,Slovenia,2018,3.0
12987,Slovenia,2019,3.1666667
12988,Slovenia,2020,3.2222223
12989,Slovenia,1990,0.0
12990,Slovenia,1991,0.0
12991,Slovenia,1992,0.0
12992,Slovenia,1993,0.0
12993,Slovenia,1994,0.0
12994,Slovenia,1995,0.0
12995,Slovenia,1996,0.0
12996,Slovenia,1997,0.0
12997,Slovenia,1998,0.0
12998,Slovenia,1999,0.0
12999,Slovenia,2000,0.0
13000,Slovenia,2001,0.0
13001,Slovenia,2002,0.0
13002,Slovenia,2003,0.0
13003,Slovenia,2004,0.0
13004,Slovenia,2005,0.0
13005,Slovenia,2006,0.0
13006,Slovenia,2007,0.0
13007,Slovenia,2008,0.0
13008,Slovenia,2009,4.0
13009,Slovenia,2010,4.0
13010,Slovenia,2011,4.0
13011,Slovenia,2012,4.0
13012,Slovenia,2013,4.0
13013,Slovenia,2014,4.0
13014,Slovenia,2015,4.0
13015,Slovenia,2016,4.0
13016,Slovenia,2017,4.0
13017,Slovenia,2018,3.0
13018,Slovenia,2019,4.0
13019,Slovenia,2020,4.0
13020,South Africa,1990,0.0
13021,South Africa,1991,0.0
13022,South Africa,1992,0.0
13023,South Africa,1993,0.0
13024,South Africa,1994,0.0
13025,South Africa,1995,0.0
13026,South Africa,1996,0.0
13027,South Africa,1997,0.0
13028,South Africa,1998,0.0
13029,South Africa,1999,0.0
13030,South Africa,2000,0.0
13031,South Africa,2001,0.0
13032,South Africa,2002,0.0
13033,South Africa,2003,0.0
13034,South Africa,2004,0.0
13035,South Africa,2005,0.0
13036,South Africa,2006,0.0
13037,South Africa,2007,0.0
13038,South Africa,2008,0.0
13039,South Africa,2009,0.0
13040,South Africa,2010,0.0
13041,South Africa,2011,0.0
13042,South Africa,2012,0.0
13043,South Africa,2013,0.0
13044,South Africa,2014,0.0
13045,South Africa,2015,0.0
13046,South Africa,2016,0.0
13047,South Africa,2017,0.0
13048,South Africa,2018,0.0
13049,South Africa,2019,0.0
13050,South Africa,2020,0.0
13051,Brazil,1990,0.0
13052,Brazil,1991,0.0
13053,Brazil,1992,0.0
13054,Brazil,1993,0.0
13055,Brazil,1994,0.0
13056,Brazil,1995,0.0
13057,Brazil,1996,0.0
13058,Brazil,1997,0.0
13059,Brazil,1998,0.0
13060,Brazil,1999,0.0
13061,Brazil,2000,0.0
13062,Brazil,2001,0.0
13063,Brazil,2002,0.0
13064,Brazil,2003,0.0
13065,Brazil,2004,0.0
13066,Brazil,2005,0.0
13067,Brazil,2006,0.0
13068,Brazil,2007,0.0
13069,Brazil,2008,0.0
13070,Brazil,2009,0.0
13071,Brazil,2010,0.0
13072,Brazil,2011,0.0
13073,Brazil,2012,0.0
13074,Brazil,2013,0.0
13075,Brazil,2014,0.0
13076,Brazil,2015,0.0
13077,Brazil,2016,0.0
13078,Brazil,2017,0.0
13079,Brazil,2018,0.0
13080,Brazil,2019,0.0
13081,Brazil,2020,0.0
13082,Russia,1990,0.0
13083,Russia,1991,0.0
13084,Russia,1992,0.0
13085,Russia,1993,0.0
13086,Russia,1994,0.0
13087,Russia,1995,0.0
13088,Russia,1996,0.0
13089,Russia,1997,1.0
13090,Russia,1998,1.0
13091,Russia,1999,1.0
13092,Russia,2000,1.0
13093,Russia,2001,1.0
13094,Russia,2002,1.0
13095,Russia,2003,1.0
13096,Russia,2004,1.0
13097,Russia,2005,1.0
13098,Russia,2006,1.0
13099,Russia,2007,1.0
13100,Russia,2008,1.0
13101,Russia,2009,1.0
13102,Russia,2010,1.0
13103,Russia,2011,1.0
13104,Russia,2012,1.0
13105,Russia,2013,1.0
13106,Russia,2014,1.0
13107,Russia,2015,1.0
13108,Russia,2016,1.0
13109,Russia,2017,1.0
13110,Russia,2018,1.0
13111,Russia,2019,1.0
13112,Russia,2020,1.0
13113,China (People's Republic of),1990,0.0
13114,China (People's Republic of),1991,0.0
13115,China (People's Republic of),1992,0.0
13116,China (People's Republic of),1993,0.0
13117,China (People's Republic of),1994,0.0
13118,China (People's Republic of),1995,0.0
13119,China (People's Republic of),1996,0.0
13120,China (People's Republic of),1997,0.0
13121,China (People's Republic of),1998,0.0
13122,China (People's Republic of),1999,0.0
13123,China (People's Republic of),2000,0.0
13124,China (People's Republic of),2001,0.0
13125,China (People's Republic of),2002,0.0
13126,China (People's Republic of),2003,0.0
13127,China (People's Republic of),2004,0.0
13128,China (People's Republic of),2005,0.0
13129,China (People's Republic of),2006,0.0
13130,China (People's Republic of),2007,0.0
13131,China (People's Republic of),2008,0.0
13132,China (People's Republic of),2009,0.0
13133,China (People's Republic of),2010,0.0
13134,China (People's Republic of),2011,2.0
13135,China (People's Republic of),2012,3.0
13136,China (People's Republic of),2013,3.0
13137,China (People's Republic of),2014,3.0
13138,China (People's Republic of),2015,4.0
13139,China (People's Republic of),2016,4.0
13140,China (People's Republic of),2017,4.0
13141,China (People's Republic of),2018,4.0
13142,China (People's Republic of),2019,5.0
13143,China (People's Republic of),2020,5.0
13144,Brazil,1990,0.0
13145,Brazil,1991,0.0
13146,Brazil,1992,0.0
13147,Brazil,1993,0.0
13148,Brazil,1994,0.0
13149,Brazil,1995,0.16666667
13150,Brazil,1996,0.16666667
13151,Brazil,1997,0.16666667
13152,Brazil,1998,0.16666667
13153,Brazil,1999,0.16666667
13154,Brazil,2000,0.16666667
13155,Brazil,2001,0.33333334
13156,Brazil,2002,1.0
13157,Brazil,2003,0.5
13158,Brazil,2004,0.16666667
13159,Brazil,2005,0.16666667
13160,Brazil,2006,0.16666667
13161,Brazil,2007,0.16666667
13162,Brazil,2008,0.16666667
13163,Brazil,2009,0.16666667
13164,Brazil,2010,0.16666667
13165,Brazil,2011,0.0
13166,Brazil,2012,0.0
13167,Brazil,2013,0.0
13168,Brazil,2014,0.0
13169,Brazil,2015,0.16666667
13170,Brazil,2016,0.16666667
13171,Brazil,2017,0.16666667
13172,Brazil,2018,0.16666667
13173,Brazil,2019,0.16666667
13174,Brazil,2020,0.16666667
13175,South Africa,1990,0.0
13176,South Africa,1991,0.0
13177,South Africa,1992,0.0
13178,South Africa,1993,0.0
13179,South Africa,1994,0.0
13180,South Africa,1995,0.0
13181,South Africa,1996,0.0
13182,South Africa,1997,0.0
13183,South Africa,1998,0.0
13184,South Africa,1999,0.0
13185,South Africa,2000,0.0
13186,South Africa,2001,0.0
13187,South Africa,2002,0.0
13188,South Africa,2003,0.0
13189,South Africa,2004,0.0
13190,South Africa,2005,0.0
13191,South Africa,2006,0.0
13192,South Africa,2007,0.0
13193,South Africa,2008,0.0
13194,South Africa,2009,0.0
13195,South Africa,2010,0.0
13196,South Africa,2011,0.0
13197,South Africa,2012,0.0
13198,South Africa,2013,0.0
13199,South Africa,2014,0.0
13200,South Africa,2015,0.0
13201,South Africa,2016,0.0
13202,South Africa,2017,0.0
13203,South Africa,2018,0.0
13204,South Africa,2019,0.0
13205,South Africa,2020,0.0
13206,Russia,1990,0.0
13207,Russia,1991,0.0
13208,Russia,1992,0.0
13209,Russia,1993,0.0
13210,Russia,1994,0.0
13211,Russia,1995,0.0
13212,Russia,1996,0.0
13213,Russia,1997,0.0
13214,Russia,1998,0.0
13215,Russia,1999,0.0
13216,Russia,2000,0.0
13217,Russia,2001,0.0
13218,Russia,2002,0.0
13219,Russia,2003,0.0
13220,Russia,2004,0.0
13221,Russia,2005,0.0
13222,Russia,2006,0.0
13223,Russia,2007,0.0
13224,Russia,2008,0.0
13225,Russia,2009,0.0
13226,Russia,2010,0.0
13227,Russia,2011,0.0
13228,Russia,2012,0.0
13229,Russia,2013,0.0
13230,Russia,2014,0.0
13231,Russia,2015,0.0
13232,Russia,2016,0.0
13233,Russia,2017,0.0
13234,Russia,2018,0.0
13235,Russia,2019,0.0
13236,Russia,2020,0.0
13237,Slovenia,1990,0.0
13238,Slovenia,1991,0.0
13239,Slovenia,1992,0.0
13240,Slovenia,1993,0.0
13241,Slovenia,1994,0.0
13242,Slovenia,1995,0.0
13243,Slovenia,1996,0.0
13244,Slovenia,1997,0.0
13245,Slovenia,1998,0.0
13246,Slovenia,1999,0.0
13247,Slovenia,2000,0.0
13248,Slovenia,2001,0.0
13249,Slovenia,2002,0.0
13250,Slovenia,2003,0.0
13251,Slovenia,2004,0.0
13252,Slovenia,2005,5.0
13253,Slovenia,2006,5.0
13254,Slovenia,2007,5.0
13255,Slovenia,2008,5.0
13256,Slovenia,2009,5.0
13257,Slovenia,2010,5.0
13258,Slovenia,2011,5.0
13259,Slovenia,2012,5.0
13260,Slovenia,2013,5.0
13261,Slovenia,2014,5.0
13262,Slovenia,2015,5.0
13263,Slovenia,2016,5.0
13264,Slovenia,2017,5.0
13265,Slovenia,2018,5.0
13266,Slovenia,2019,5.0
13267,Slovenia,2020,5.0
13268,India,1990,0.0
13269,India,1991,0.0
13270,India,1992,0.0
13271,India,1993,0.0
13272,India,1994,0.0
13273,India,1995,0.0
13274,India,1996,0.0
13275,India,1997,0.0
13276,India,1998,0.0
13277,India,1999,0.0
13278,India,2000,0.0
13279,India,2001,0.0
13280,India,2002,0.0
13281,India,2003,0.0
13282,India,2004,0.0
13283,India,2005,0.0
13284,India,2006,0.0
13285,India,2007,0.0
13286,India,2008,0.0
13287,India,2009,0.0
13288,India,2010,0.0
13289,India,2011,0.0
13290,India,2012,0.0
13291,India,2013,0.0
13292,India,2014,0.0
13293,India,2015,0.0
13294,India,2016,0.0
13295,India,2017,0.0
13296,India,2018,0.0
13297,India,2019,0.0
13298,India,2020,0.0
13299,South Africa,1990,0.25
13300,South Africa,1991,0.25
13301,South Africa,1992,0.25
13302,South Africa,1993,0.25
13303,South Africa,1994,0.25
13304,South Africa,1995,0.25
13305,South Africa,1996,0.25
13306,South Africa,1997,0.25
13307,South Africa,1998,0.25
13308,South Africa,1999,0.25
13309,South Africa,2000,0.25
13310,South Africa,2001,0.25
13311,South Africa,2002,0.25
13312,South Africa,2003,0.25
13313,South Africa,2004,0.25
13314,South Africa,2005,0.25
13315,South Africa,2006,1.0
13316,South Africa,2007,1.0
13317,South Africa,2008,1.0
13318,South Africa,2009,1.0
13319,South Africa,2010,2.25
13320,South Africa,2011,2.25
13321,South Africa,2012,2.25
13322,South Africa,2013,2.25
13323,South Africa,2014,2.25
13324,South Africa,2015,2.25
13325,South Africa,2016,2.25
13326,South Africa,2017,2.25
13327,South Africa,2018,2.25
13328,South Africa,2019,2.25
13329,South Africa,2020,2.25
13330,Brazil,1990,1.0
13331,Brazil,1991,1.0
13332,Brazil,1992,1.0
13333,Brazil,1993,1.0
13334,Brazil,1994,1.0
13335,Brazil,1995,1.0
13336,Brazil,1996,1.0
13337,Brazil,1997,1.0
13338,Brazil,1998,1.0
13339,Brazil,1999,1.0
13340,Brazil,2000,1.0
13341,Brazil,2001,1.0
13342,Brazil,2002,1.0
13343,Brazil,2003,1.0
13344,Brazil,2004,1.0
13345,Brazil,2005,1.0
13346,Brazil,2006,1.0
13347,Brazil,2007,1.0
13348,Brazil,2008,1.0
13349,Brazil,2009,1.0
13350,Brazil,2010,1.0
13351,Brazil,2011,1.0
13352,Brazil,2012,1.0
13353,Brazil,2013,1.0
13354,Brazil,2014,1.0
13355,Brazil,2015,1.0
13356,Brazil,2016,1.0
13357,Brazil,2017,1.0
13358,Brazil,2018,1.0
13359,Brazil,2019,1.0
13360,Brazil,2020,1.0
13361,Russia,1990,0.0
13362,Russia,1991,0.0
13363,Russia,1992,0.0
13364,Russia,1993,0.0
13365,Russia,1994,0.0
13366,Russia,1995,0.0
13367,Russia,1996,0.0
13368,Russia,1997,0.0
13369,Russia,1998,0.0
13370,Russia,1999,0.0
13371,Russia,2000,0.0
13372,Russia,2001,0.0
13373,Russia,2002,0.0
13374,Russia,2003,0.0
13375,Russia,2004,0.0
13376,Russia,2005,0.0
13377,Russia,2006,0.0
13378,Russia,2007,0.0
13379,Russia,2008,0.0
13380,Russia,2009,0.0
13381,Russia,2010,0.0
13382,Russia,2011,0.0
13383,Russia,2012,0.0
13384,Russia,2013,0.0
13385,Russia,2014,0.0
13386,Russia,2015,0.0
13387,Russia,2016,0.0
13388,Russia,2017,0.0
13389,Russia,2018,0.0
13390,Russia,2019,0.0
13391,Russia,2020,0.0
13392,India,1990,0.0
13393,India,1991,0.0
13394,India,1992,0.0
13395,India,1993,0.0
13396,India,1994,0.0
13397,India,1995,0.0
13398,India,1996,0.0
13399,India,1997,0.0
13400,India,1998,0.0
13401,India,1999,0.0
13402,India,2000,0.0
13403,India,2001,0.0
13404,India,2002,1.0
13405,India,2003,1.0
13406,India,2004,1.0
13407,India,2005,1.0
13408,India,2006,1.0
13409,India,2007,1.0
13410,India,2008,1.0
13411,India,2009,2.0
13412,India,2010,2.0
13413,India,2011,3.0
13414,India,2012,3.0
13415,India,2013,3.0
13416,India,2014,3.0
13417,India,2015,3.0
13418,India,2016,3.0
13419,India,2017,3.0
13420,India,2018,4.0
13421,India,2019,4.0
13422,India,2020,4.0
13423,Slovenia,1990,0.0
13424,Slovenia,1991,0.0
13425,Slovenia,1992,0.0
13426,Slovenia,1993,0.0
13427,Slovenia,1994,0.0
13428,Slovenia,1995,0.0
13429,Slovenia,1996,0.0
13430,Slovenia,1997,0.0
13431,Slovenia,1998,0.0
13432,Slovenia,1999,0.0
13433,Slovenia,2000,5.0
13434,Slovenia,2001,5.0
13435,Slovenia,2002,5.0
13436,Slovenia,2003,5.0
13437,Slovenia,2004,5.0
13438,Slovenia,2005,5.0
13439,Slovenia,2006,5.0
13440,Slovenia,2007,5.0
13441,Slovenia,2008,5.0
13442,Slovenia,2009,6.0
13443,Slovenia,2010,6.0
13444,Slovenia,2011,6.0
13445,Slovenia,2012,6.0
13446,Slovenia,2013,6.0
13447,Slovenia,2014,6.0
13448,Slovenia,2015,6.0
13449,Slovenia,2016,6.0
13450,Slovenia,2017,6.0
13451,Slovenia,2018,6.0
13452,Slovenia,2019,6.0
13453,Slovenia,2020,6.0
13454,Russia,1990,0.0
13455,Russia,1991,0.0
13456,Russia,1992,0.0
13457,Russia,1993,0.0
13458,Russia,1994,0.0
13459,Russia,1995,0.0
13460,Russia,1996,0.0
13461,Russia,1997,1.5
13462,Russia,1998,1.5
13463,Russia,1999,1.5
13464,Russia,2000,1.5
13465,Russia,2001,1.5
13466,Russia,2002,1.5
13467,Russia,2003,1.5
13468,Russia,2004,1.5
13469,Russia,2005,1.5
13470,Russia,2006,1.5
13471,Russia,2007,1.5
13472,Russia,2008,1.5
13473,Russia,2009,1.5
13474,Russia,2010,1.5
13475,Russia,2011,1.5
13476,Russia,2012,1.5
13477,Russia,2013,2.75
13478,Russia,2014,2.75
13479,Russia,2015,2.75
13480,Russia,2016,3.0
13481,Russia,2017,3.0
13482,Russia,2018,3.0
13483,Russia,2019,3.0
13484,Russia,2020,3.0
13485,China (People's Republic of),1990,0.0
13486,China (People's Republic of),1991,0.0
13487,China (People's Republic of),1992,1.0
13488,China (People's Republic of),1993,1.0
13489,China (People's Republic of),1994,1.0
13490,China (People's Republic of),1995,1.0
13491,China (People's Republic of),1996,1.0
13492,China (People's Republic of),1997,1.0
13493,China (People's Republic of),1998,1.0
13494,China (People's Republic of),1999,1.0
13495,China (People's Republic of),2000,1.0
13496,China (People's Republic of),2001,1.0
13497,China (People's Republic of),2002,1.0
13498,China (People's Republic of),2003,1.0
13499,China (People's Republic of),2004,1.0
13500,China (People's Republic of),2005,1.0
13501,China (People's Republic of),2006,1.0
13502,China (People's Republic of),2007,1.0
13503,China (People's Republic of),2008,1.0
13504,China (People's Republic of),2009,1.0
13505,China (People's Republic of),2010,1.0
13506,China (People's Republic of),2011,1.0
13507,China (People's Republic of),2012,1.0
13508,China (People's Republic of),2013,1.0
13509,China (People's Republic of),2014,3.0
13510,China (People's Republic of),2015,3.0
13511,China (People's Republic of),2016,2.0
13512,China (People's Republic of),2017,3.0
13513,China (People's Republic of),2018,2.0
13514,China (People's Republic of),2019,2.0
13515,China (People's Republic of),2020,3.0
13516,South Africa,1990,0.0
13517,South Africa,1991,0.0
13518,South Africa,1992,0.0
13519,South Africa,1993,0.0
13520,South Africa,1994,0.0
13521,South Africa,1995,0.0
13522,South Africa,1996,0.0
13523,South Africa,1997,0.0
13524,South Africa,1998,0.0
13525,South Africa,1999,0.0
13526,South Africa,2000,0.0
13527,South Africa,2001,0.0
13528,South Africa,2002,0.0
13529,South Africa,2003,0.0
13530,South Africa,2004,0.0
13531,South Africa,2005,0.0
13532,South Africa,2006,0.0
13533,South Africa,2007,0.0
13534,South Africa,2008,0.0
13535,South Africa,2009,3.0
13536,South Africa,2010,5.0
13537,South Africa,2011,4.0
13538,South Africa,2012,0.0
13539,South Africa,2013,0.0
13540,South Africa,2014,0.0
13541,South Africa,2015,0.0
13542,South Africa,2016,0.0
13543,South Africa,2017,0.0
13544,South Africa,2018,0.0
13545,South Africa,2019,0.0
13546,South Africa,2020,0.0
13547,Brazil,1990,0.0
13548,Brazil,1991,0.0
13549,Brazil,1992,0.0
13550,Brazil,1993,0.0
13551,Brazil,1994,0.0
13552,Brazil,1995,0.0
13553,Brazil,1996,0.0
13554,Brazil,1997,0.0
13555,Brazil,1998,0.0
13556,Brazil,1999,0.0
13557,Brazil,2000,0.0
13558,Brazil,2001,0.0
13559,Brazil,2002,0.0
13560,Brazil,2003,0.0
13561,Brazil,2004,0.0
13562,Brazil,2005,0.0
13563,Brazil,2006,0.0
13564,Brazil,2007,0.0
13565,Brazil,2008,0.0
13566,Brazil,2009,0.0
13567,Brazil,2010,0.0
13568,Brazil,2011,0.0
13569,Brazil,2012,0.0
13570,Brazil,2013,0.0
13571,Brazil,2014,0.0
13572,Brazil,2015,0.0
13573,Brazil,2016,0.0
13574,Brazil,2017,0.0
13575,Brazil,2018,0.0
13576,Brazil,2019,0.0
13577,Brazil,2020,0.0
13578,China (People's Republic of),1990,0.0
13579,China (People's Republic of),1991,0.0
13580,China (People's Republic of),1992,0.0
13581,China (People's Republic of),1993,0.0
13582,China (People's Republic of),1994,0.0
13583,China (People's Republic of),1995,0.0
13584,China (People's Republic of),1996,0.0
13585,China (People's Republic of),1997,0.5
13586,China (People's Republic of),1998,0.5
13587,China (People's Republic of),1999,0.5
13588,China (People's Republic of),2000,0.5
13589,China (People's Republic of),2001,0.5
13590,China (People's Republic of),2002,0.75
13591,China (People's Republic of),2003,0.75
13592,China (People's Republic of),2004,1.75
13593,China (People's Republic of),2005,1.75
13594,China (People's Republic of),2006,1.75
13595,China (People's Republic of),2007,1.75
13596,China (People's Republic of),2008,1.75
13597,China (People's Republic of),2009,1.75
13598,China (People's Republic of),2010,2.75
13599,China (People's Republic of),2011,2.75
13600,China (People's Republic of),2012,5.25
13601,China (People's Republic of),2013,5.25
13602,China (People's Republic of),2014,5.25
13603,China (People's Republic of),2015,5.25
13604,China (People's Republic of),2016,5.25
13605,China (People's Republic of),2017,5.25
13606,China (People's Republic of),2018,5.5
13607,China (People's Republic of),2019,5.5
13608,China (People's Republic of),2020,5.5
13609,China (People's Republic of),1990,0.0
13610,China (People's Republic of),1991,0.0
13611,China (People's Republic of),1992,0.0
13612,China (People's Republic of),1993,0.0
13613,China (People's Republic of),1994,0.0
13614,China (People's Republic of),1995,0.0
13615,China (People's Republic of),1996,0.0
13616,China (People's Republic of),1997,0.0
13617,China (People's Republic of),1998,0.0
13618,China (People's Republic of),1999,0.0
13619,China (People's Republic of),2000,0.0
13620,China (People's Republic of),2001,0.0
13621,China (People's Republic of),2002,0.0
13622,China (People's Republic of),2003,0.0
13623,China (People's Republic of),2004,0.0
13624,China (People's Republic of),2005,0.0
13625,China (People's Republic of),2006,0.0
13626,China (People's Republic of),2007,0.0
13627,China (People's Republic of),2008,0.0
13628,China (People's Republic of),2009,0.0
13629,China (People's Republic of),2010,0.0
13630,China (People's Republic of),2011,0.0
13631,China (People's Republic of),2012,0.0
13632,China (People's Republic of),2013,1.0
13633,China (People's Republic of),2014,1.0
13634,China (People's Republic of),2015,1.0
13635,China (People's Republic of),2016,1.0
13636,China (People's Republic of),2017,1.0
13637,China (People's Republic of),2018,1.0
13638,China (People's Republic of),2019,1.0
13639,China (People's Republic of),2020,1.0
13640,Indonesia,1990,1.0
13641,Indonesia,1991,1.0
13642,Indonesia,1992,1.0
13643,Indonesia,1993,1.0
13644,Indonesia,1994,1.0
13645,Indonesia,1995,1.0
13646,Indonesia,1996,1.0
13647,Indonesia,1997,1.0
13648,Indonesia,1998,1.0
13649,Indonesia,1999,1.0
13650,Indonesia,2000,1.0
13651,Indonesia,2001,1.0
13652,Indonesia,2002,1.0
13653,Indonesia,2003,1.0
13654,Indonesia,2004,1.0
13655,Indonesia,2005,1.0
13656,Indonesia,2006,1.0
13657,Indonesia,2007,1.0
13658,Indonesia,2008,1.0
13659,Indonesia,2009,1.0
13660,Indonesia,2010,1.0
13661,Indonesia,2011,1.0
13662,Indonesia,2012,1.0
13663,Indonesia,2013,1.0
13664,Indonesia,2014,1.0
13665,Indonesia,2015,1.0
13666,Indonesia,2016,1.0
13667,Indonesia,2017,1.0
13668,Indonesia,2018,1.0
13669,Indonesia,2019,1.0
13670,Indonesia,2020,1.0
13671,Russia,1990,0.0
13672,Russia,1991,0.0
13673,Russia,1992,0.0
13674,Russia,1993,0.0
13675,Russia,1994,0.0
13676,Russia,1995,0.0
13677,Russia,1996,0.0
13678,Russia,1997,0.0
13679,Russia,1998,0.0
13680,Russia,1999,0.0
13681,Russia,2000,0.0
13682,Russia,2001,0.0
13683,Russia,2002,0.0
13684,Russia,2003,1.0
13685,Russia,2004,1.0
13686,Russia,2005,1.0
13687,Russia,2006,1.0
13688,Russia,2007,1.0
13689,Russia,2008,1.0
13690,Russia,2009,1.0
13691,Russia,2010,1.0
13692,Russia,2011,1.0
13693,Russia,2012,1.0
13694,Russia,2013,1.0
13695,Russia,2014,1.0
13696,Russia,2015,1.0
13697,Russia,2016,1.0
13698,Russia,2017,1.0
13699,Russia,2018,1.0
13700,Russia,2019,1.0
13701,Russia,2020,1.0
13702,Russia,1990,0.0
13703,Russia,1991,0.0
13704,Russia,1992,0.0
13705,Russia,1993,0.0
13706,Russia,1994,0.0
13707,Russia,1995,0.0
13708,Russia,1996,0.0
13709,Russia,1997,0.0
13710,Russia,1998,0.0
13711,Russia,1999,0.0
13712,Russia,2000,0.0
13713,Russia,2001,0.0
13714,Russia,2002,0.0
13715,Russia,2003,0.0
13716,Russia,2004,0.0
13717,Russia,2005,0.0
13718,Russia,2006,0.0
13719,Russia,2007,0.0
13720,Russia,2008,0.0
13721,Russia,2009,0.0
13722,Russia,2010,0.0
13723,Russia,2011,0.0
13724,Russia,2012,0.0
13725,Russia,2013,0.0
13726,Russia,2014,0.0
13727,Russia,2015,0.0
13728,Russia,2016,0.0
13729,Russia,2017,0.0
13730,Russia,2018,0.0
13731,Russia,2019,0.0
13732,Russia,2020,0.0
13733,South Africa,1990,0.0
13734,South Africa,1991,0.0
13735,South Africa,1992,0.0
13736,South Africa,1993,0.0
13737,South Africa,1994,0.0
13738,South Africa,1995,0.0
13739,South Africa,1996,0.0
13740,South Africa,1997,0.0
13741,South Africa,1998,0.0
13742,South Africa,1999,0.0
13743,South Africa,2000,0.0
13744,South Africa,2001,0.0
13745,South Africa,2002,0.0
13746,South Africa,2003,0.0
13747,South Africa,2004,0.0
13748,South Africa,2005,0.0
13749,South Africa,2006,0.0
13750,South Africa,2007,0.0
13751,South Africa,2008,0.0
13752,South Africa,2009,0.0
13753,South Africa,2010,3.0
13754,South Africa,2011,3.0
13755,South Africa,2012,3.0
13756,South Africa,2013,3.0
13757,South Africa,2014,3.0
13758,South Africa,2015,3.0
13759,South Africa,2016,3.0
13760,South Africa,2017,3.0
13761,South Africa,2018,3.0
13762,South Africa,2019,3.0
13763,South Africa,2020,3.0
13764,Brazil,1990,0.5
13765,Brazil,1991,0.5
13766,Brazil,1992,0.5
13767,Brazil,1993,0.5
13768,Brazil,1994,0.5
13769,Brazil,1995,0.5
13770,Brazil,1996,0.5
13771,Brazil,1997,0.5
13772,Brazil,1998,0.5
13773,Brazil,1999,0.5
13774,Brazil,2000,0.5
13775,Brazil,2001,0.5
13776,Brazil,2002,0.5
13777,Brazil,2003,0.5
13778,Brazil,2004,0.5
13779,Brazil,2005,0.5
13780,Brazil,2006,0.5
13781,Brazil,2007,0.5
13782,Brazil,2008,0.5
13783,Brazil,2009,0.5
13784,Brazil,2010,0.5
13785,Brazil,2011,0.5
13786,Brazil,2012,0.75
13787,Brazil,2013,0.75
13788,Brazil,2014,0.75
13789,Brazil,2015,0.75
13790,Brazil,2016,1.5
13791,Brazil,2017,1.5
13792,Brazil,2018,1.5
13793,Brazil,2019,1.5
13794,Brazil,2020,1.5
13795,India,1990,0.6388889
13796,India,1991,0.6388889
13797,India,1992,0.69444442
13798,India,1993,0.69444442
13799,India,1994,0.69444442
13800,India,1995,0.77777779
13801,India,1996,0.77777779
13802,India,1997,0.8611111
13803,India,1998,0.8611111
13804,India,1999,0.8611111
13805,India,2000,0.91666669
13806,India,2001,0.91666669
13807,India,2002,1.0555556
13808,India,2003,1.3055556
13809,India,2004,1.3055556
13810,India,2005,1.5555556
13811,India,2006,1.5555556
13812,India,2007,1.5
13813,India,2008,1.5
13814,India,2009,1.5833334
13815,India,2010,1.6944444
13816,India,2011,1.7777778
13817,India,2012,1.8611112
13818,India,2013,1.7777778
13819,India,2014,1.8611112
